Data supplied by UK-AIR on 13/3/2020
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Bath A4 Roadside,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit
03-02-2020,13:00,34.42548,P,ugm-3,38.05875,P,ugm-3,90.84375,P,ugm-3
03-02-2020,14:00,25.69438,P,ugm-3,33.27750,P,ugm-3,72.67500,P,ugm-3
03-02-2020,15:00,29.56101,P,ugm-3,45.51750,P,ugm-3,90.84375,P,ugm-3
03-02-2020,16:00,41.41036,P,ugm-3,52.40250,P,ugm-3,115.89750,P,ugm-3
03-02-2020,17:00,42.78239,P,ugm-3,61.58250,P,ugm-3,127.18125,P,ugm-3
03-02-2020,18:00,65.23379,P,ugm-3,62.53875,P,ugm-3,162.56250,P,ugm-3
03-02-2020,19:00,49.01889,P,ugm-3,56.41875,P,ugm-3,131.58000,P,ugm-3
03-02-2020,20:00,32.55453,P,ugm-3,50.10750,P,ugm-3,100.02375,P,ugm-3
03-02-2020,21:00,17.33747,P,ugm-3,42.26625,P,ugm-3,68.85000,P,ugm-3
03-02-2020,22:00,7.73326,P,ugm-3,26.01000,P,ugm-3,37.86750,P,ugm-3
03-02-2020,23:00,9.85367,P,ugm-3,28.49625,P,ugm-3,43.60500,P,ugm-3
03-02-2020,24:00,5.36339,P,ugm-3,11.85750,P,ugm-3,20.08125,P,ugm-3
04-02-2020,01:00,3.36771,P,ugm-3,17.02125,P,ugm-3,22.18500,P,ugm-3
04-02-2020,02:00,1.24730,P,ugm-3,6.31125,P,ugm-3,8.22375,P,ugm-3
04-02-2020,03:00,0.99784,P,ugm-3,5.92875,P,ugm-3,7.45875,P,ugm-3
04-02-2020,04:00,1.74622,P,ugm-3,4.59000,P,ugm-3,7.26750,P,ugm-3
04-02-2020,05:00,1.99568,P,ugm-3,5.73750,P,ugm-3,8.79750,P,ugm-3
04-02-2020,06:00,6.48596,P,ugm-3,12.24000,P,ugm-3,22.18500,P,ugm-3
04-02-2020,07:00,16.71382,P,ugm-3,22.95000,P,ugm-3,48.57750,P,ugm-3
04-02-2020,08:00,28.68790,P,ugm-3,42.26625,P,ugm-3,86.25375,P,ugm-3
04-02-2020,09:00,46.77375,P,ugm-3,50.87250,P,ugm-3,122.59125,P,ugm-3
04-02-2020,10:00,52.63606,P,ugm-3,52.97625,P,ugm-3,133.68375,P,ugm-3
04-02-2020,11:00,58.99729,P,ugm-3,43.98750,P,ugm-3,134.44875,P,ugm-3
04-02-2020,12:00,37.04481,P,ugm-3,37.48500,P,ugm-3,94.28625,P,ugm-3
04-02-2020,13:00,28.06425,P,ugm-3,34.04250,P,ugm-3,77.07375,P,ugm-3
04-02-2020,14:00,36.79535,P,ugm-3,37.29375,P,ugm-3,93.71250,P,ugm-3
04-02-2020,15:00,26.19330,P,ugm-3,31.74750,P,ugm-3,71.91000,P,ugm-3
04-02-2020,16:00,167.01347,P,ugm-3,70.95375,P,ugm-3,322.25625,P,ugm-3
04-02-2020,17:00,77.95625,P,ugm-3,66.36375,P,ugm-3,66.36375,P,ugm-3
04-02-2020,18:00,79.32828,P,ugm-3,81.47250,P,ugm-3,81.47250,P,ugm-3
04-02-2020,19:00,53.38444,P,ugm-3,61.39125,P,ugm-3,61.39125,P,ugm-3
04-02-2020,20:00,35.92224,P,ugm-3,50.68125,P,ugm-3,50.68125,P,ugm-3
04-02-2020,21:00,30.93304,P,ugm-3,51.06375,P,ugm-3,51.06375,P,ugm-3
04-02-2020,22:00,19.08369,P,ugm-3,41.88375,P,ugm-3,41.88375,P,ugm-3
04-02-2020,23:00,19.83207,P,ugm-3,36.14625,P,ugm-3,36.14625,P,ugm-3
04-02-2020,24:00,13.47084,P,ugm-3,27.73125,P,ugm-3,27.73125,P,ugm-3
05-02-2020,01:00,12.97192,P,ugm-3,32.13000,P,ugm-3,32.13000,P,ugm-3
05-02-2020,02:00,5.98704,P,ugm-3,19.50750,P,ugm-3,19.50750,P,ugm-3
05-02-2020,03:00,5.36339,P,ugm-3,20.27250,P,ugm-3,20.27250,P,ugm-3
05-02-2020,04:00,4.24082,P,ugm-3,17.97750,P,ugm-3,17.97750,P,ugm-3
05-02-2020,05:00,5.23866,P,ugm-3,21.80250,P,ugm-3,21.80250,P,ugm-3
05-02-2020,06:00,17.46220,P,ugm-3,34.42500,P,ugm-3,34.42500,P,ugm-3
05-02-2020,07:00,79.82720,P,ugm-3,70.57125,P,ugm-3,70.57125,P,ugm-3
05-02-2020,08:00,136.70408,P,ugm-3,83.19375,P,ugm-3,83.19375,P,ugm-3
05-02-2020,09:00,138.82449,P,ugm-3,82.42875,P,ugm-3,82.42875,P,ugm-3
05-02-2020,10:00,131.96434,P,ugm-3,71.52750,P,ugm-3,71.52750,P,ugm-3
05-02-2020,11:00,106.02050,P,ugm-3,67.89375,P,ugm-3,67.89375,P,ugm-3
05-02-2020,12:00,78.08098,P,ugm-3,54.12375,P,ugm-3,54.12375,P,ugm-3
05-02-2020,13:00,54.38228,P,ugm-3,54.50625,P,ugm-3,54.50625,P,ugm-3
05-02-2020,14:00,70.72191,P,ugm-3,57.18375,P,ugm-3,57.18375,P,ugm-3
05-02-2020,15:00,78.45517,P,ugm-3,76.11750,P,ugm-3,76.11750,P,ugm-3
05-02-2020,16:00,88.55830,P,ugm-3,70.95375,P,ugm-3,70.95375,P,ugm-3
05-02-2020,17:00,77.20787,P,ugm-3,71.71875,P,ugm-3,71.71875,P,ugm-3
05-02-2020,18:00,103.40117,P,ugm-3,80.51625,P,ugm-3,80.51625,P,ugm-3
05-02-2020,19:00,152.17060,P,ugm-3,66.74625,P,ugm-3,66.74625,P,ugm-3
05-02-2020,20:00,109.01402,P,ugm-3,63.30375,P,ugm-3,63.30375,P,ugm-3
05-02-2020,21:00,82.44653,P,ugm-3,50.87250,P,ugm-3,50.87250,P,ugm-3
05-02-2020,22:00,72.09394,P,ugm-3,46.66500,P,ugm-3,46.66500,P,ugm-3
05-02-2020,23:00,65.48325,P,ugm-3,40.92750,P,ugm-3,40.92750,P,ugm-3
05-02-2020,24:00,45.40172,P,ugm-3,33.46875,P,ugm-3,33.46875,P,ugm-3
06-02-2020,01:00,31.05777,P,ugm-3,26.58375,P,ugm-3,26.58375,P,ugm-3
06-02-2020,02:00,15.34179,P,ugm-3,22.95000,P,ugm-3,22.95000,P,ugm-3
06-02-2020,03:00,16.58909,P,ugm-3,20.46375,P,ugm-3,20.46375,P,ugm-3
06-02-2020,04:00,8.48164,P,ugm-3,16.25625,P,ugm-3,16.25625,P,ugm-3
06-02-2020,05:00,9.97840,P,ugm-3,16.63875,P,ugm-3,16.63875,P,ugm-3
06-02-2020,06:00,22.70086,P,ugm-3,18.16875,P,ugm-3,18.16875,P,ugm-3
06-02-2020,07:00,56.62742,P,ugm-3,30.60000,P,ugm-3,30.60000,P,ugm-3
06-02-2020,08:00,152.54479,P,ugm-3,68.27625,P,ugm-3,68.27625,P,ugm-3
06-02-2020,09:00,136.08043,P,ugm-3,66.55500,P,ugm-3,66.55500,P,ugm-3
06-02-2020,10:00,152.66952,P,ugm-3,69.99750,P,ugm-3,69.99750,P,ugm-3
06-02-2020,11:00,122.73432,P,ugm-3,63.11250,P,ugm-3,63.11250,P,ugm-3
06-02-2020,12:00,116.74728,P,ugm-3,54.50625,P,ugm-3,54.50625,P,ugm-3
06-02-2020,13:00,96.54102,P,ugm-3,59.28750,P,ugm-3,59.28750,P,ugm-3
06-02-2020,14:00,47.02321,P,ugm-3,37.10250,P,ugm-3,37.10250,P,ugm-3
06-02-2020,15:00,42.78239,P,ugm-3,40.16250,P,ugm-3,40.16250,P,ugm-3
06-02-2020,16:00,22.32667,P,ugm-3,34.99875,P,ugm-3,34.99875,P,ugm-3
06-02-2020,17:00,53.01025,P,ugm-3,61.77375,P,ugm-3,61.77375,P,ugm-3
06-02-2020,18:00,101.40549,P,ugm-3,80.13375,P,ugm-3,80.13375,P,ugm-3
06-02-2020,19:00,246.59121,P,ugm-3,94.09500,P,ugm-3,94.09500,P,ugm-3
06-02-2020,20:00,93.67223,P,ugm-3,72.67500,P,ugm-3,72.67500,P,ugm-3
06-02-2020,21:00,33.17818,P,ugm-3,55.27125,P,ugm-3,55.27125,P,ugm-3
06-02-2020,22:00,28.68790,P,ugm-3,44.17875,P,ugm-3,44.17875,P,ugm-3
06-02-2020,23:00,20.20626,P,ugm-3,36.14625,P,ugm-3,36.14625,P,ugm-3
06-02-2020,24:00,9.97840,P,ugm-3,21.22875,P,ugm-3,21.22875,P,ugm-3
07-02-2020,01:00,3.99136,P,ugm-3,18.36000,P,ugm-3,18.36000,P,ugm-3
07-02-2020,02:00,1.99568,P,ugm-3,11.47500,P,ugm-3,11.47500,P,ugm-3
07-02-2020,03:00,2.49460,P,ugm-3,13.38750,P,ugm-3,13.38750,P,ugm-3
07-02-2020,04:00,2.24514,P,ugm-3,12.04875,P,ugm-3,12.04875,P,ugm-3
07-02-2020,05:00,0.99784,P,ugm-3,10.32750,P,ugm-3,10.32750,P,ugm-3
07-02-2020,06:00,4.86447,P,ugm-3,16.44750,P,ugm-3,16.44750,P,ugm-3
07-02-2020,07:00,11.59989,P,ugm-3,23.90625,P,ugm-3,23.90625,P,ugm-3
07-02-2020,08:00,41.78455,P,ugm-3,39.97125,P,ugm-3,39.97125,P,ugm-3
07-02-2020,09:00,41.53509,P,ugm-3,38.63250,P,ugm-3,38.63250,P,ugm-3
07-02-2020,10:00,57.62526,P,ugm-3,45.51750,P,ugm-3,45.51750,P,ugm-3
07-02-2020,11:00,44.90280,P,ugm-3,40.35375,P,ugm-3,40.35375,P,ugm-3
07-02-2020,12:00,36.17170,P,ugm-3,37.67625,P,ugm-3,37.67625,P,ugm-3
07-02-2020,13:00,19.95680,P,ugm-3,28.11375,P,ugm-3,28.11375,P,ugm-3
07-02-2020,14:00,23.57397,P,ugm-3,26.58375,P,ugm-3,26.58375,P,ugm-3
07-02-2020,15:00,20.70518,P,ugm-3,34.80750,P,ugm-3,34.80750,P,ugm-3
07-02-2020,16:00,29.93520,P,ugm-3,41.69250,P,ugm-3,41.69250,P,ugm-3
07-02-2020,17:00,21.20410,P,ugm-3,35.19000,P,ugm-3,35.19000,P,ugm-3
07-02-2020,18:00,19.58261,P,ugm-3,34.42500,P,ugm-3,34.42500,P,ugm-3
07-02-2020,19:00,20.33099,P,ugm-3,31.55625,P,ugm-3,31.55625,P,ugm-3
07-02-2020,20:00,18.08585,P,ugm-3,35.57250,P,ugm-3,35.57250,P,ugm-3
07-02-2020,21:00,8.23218,P,ugm-3,24.86250,P,ugm-3,24.86250,P,ugm-3
07-02-2020,22:00,7.23434,P,ugm-3,18.55125,P,ugm-3,18.55125,P,ugm-3
07-02-2020,23:00,5.36339,P,ugm-3,17.21250,P,ugm-3,17.21250,P,ugm-3
07-02-2020,24:00,4.11609,P,ugm-3,16.83000,P,ugm-3,16.83000,P,ugm-3
08-02-2020,01:00,2.12041,P,ugm-3,12.24000,P,ugm-3,12.24000,P,ugm-3
08-02-2020,02:00,1.49676,P,ugm-3,7.65000,P,ugm-3,7.65000,P,ugm-3
08-02-2020,03:00,2.12041,P,ugm-3,8.60625,P,ugm-3,8.60625,P,ugm-3
08-02-2020,04:00,1.99568,P,ugm-3,8.60625,P,ugm-3,8.60625,P,ugm-3
08-02-2020,05:00,3.86663,P,ugm-3,14.34375,P,ugm-3,14.34375,P,ugm-3
08-02-2020,06:00,3.36771,P,ugm-3,9.75375,P,ugm-3,9.75375,P,ugm-3
08-02-2020,07:00,8.60637,P,ugm-3,20.46375,P,ugm-3,20.46375,P,ugm-3
08-02-2020,08:00,19.45788,P,ugm-3,39.58875,P,ugm-3,39.58875,P,ugm-3
08-02-2020,09:00,48.14578,P,ugm-3,56.80125,P,ugm-3,56.80125,P,ugm-3
08-02-2020,10:00,63.61230,P,ugm-3,63.49500,P,ugm-3,63.49500,P,ugm-3
08-02-2020,11:00,33.42764,P,ugm-3,44.75250,P,ugm-3,44.75250,P,ugm-3
08-02-2020,12:00,15.21706,P,ugm-3,29.07000,P,ugm-3,29.07000,P,ugm-3
08-02-2020,13:00,16.46436,P,ugm-3,22.95000,P,ugm-3,22.95000,P,ugm-3
08-02-2020,14:00,13.47084,P,ugm-3,25.05375,P,ugm-3,25.05375,P,ugm-3
08-02-2020,15:00,16.58909,P,ugm-3,26.58375,P,ugm-3,26.58375,P,ugm-3
08-02-2020,16:00,13.84503,P,ugm-3,24.86250,P,ugm-3,24.86250,P,ugm-3
08-02-2020,17:00,16.33963,P,ugm-3,33.66000,P,ugm-3,33.66000,P,ugm-3
08-02-2020,18:00,18.95896,P,ugm-3,39.20625,P,ugm-3,39.20625,P,ugm-3
08-02-2020,19:00,12.59773,P,ugm-3,34.23375,P,ugm-3,34.23375,P,ugm-3
08-02-2020,20:00,10.97624,P,ugm-3,23.33250,P,ugm-3,23.33250,P,ugm-3
08-02-2020,21:00,6.61069,P,ugm-3,17.02125,P,ugm-3,17.02125,P,ugm-3
08-02-2020,22:00,4.24082,P,ugm-3,11.09250,P,ugm-3,11.09250,P,ugm-3
08-02-2020,23:00,4.24082,P,ugm-3,10.71000,P,ugm-3,10.71000,P,ugm-3
08-02-2020,24:00,3.86663,P,ugm-3,11.47500,P,ugm-3,11.47500,P,ugm-3
09-02-2020,01:00,2.61933,P,ugm-3,6.88500,P,ugm-3,6.88500,P,ugm-3
09-02-2020,02:00,1.49676,P,ugm-3,3.82500,P,ugm-3,3.82500,P,ugm-3
09-02-2020,03:00,1.12257,P,ugm-3,3.44250,P,ugm-3,3.44250,P,ugm-3
09-02-2020,04:00,1.62149,P,ugm-3,3.25125,P,ugm-3,3.25125,P,ugm-3
09-02-2020,05:00,0.49892,P,ugm-3,2.48625,P,ugm-3,2.48625,P,ugm-3
09-02-2020,06:00,1.62149,P,ugm-3,4.78125,P,ugm-3,4.78125,P,ugm-3
09-02-2020,07:00,0.74838,P,ugm-3,3.44250,P,ugm-3,3.44250,P,ugm-3
09-02-2020,08:00,1.12257,P,ugm-3,4.78125,P,ugm-3,4.78125,P,ugm-3
09-02-2020,09:00,1.99568,P,ugm-3,5.16375,P,ugm-3,5.16375,P,ugm-3
09-02-2020,10:00,3.11825,P,ugm-3,5.54625,P,ugm-3,5.54625,P,ugm-3
09-02-2020,11:00,4.36555,P,ugm-3,7.84125,P,ugm-3,7.84125,P,ugm-3
09-02-2020,12:00,6.11177,P,ugm-3,6.88500,P,ugm-3,6.88500,P,ugm-3
09-02-2020,13:00,5.48812,P,ugm-3,10.13625,P,ugm-3,10.13625,P,ugm-3
09-02-2020,14:00,4.86447,P,ugm-3,8.60625,P,ugm-3,8.60625,P,ugm-3
09-02-2020,15:00,5.11393,P,ugm-3,8.60625,P,ugm-3,8.60625,P,ugm-3
09-02-2020,16:00,5.73758,P,ugm-3,7.84125,P,ugm-3,7.84125,P,ugm-3
09-02-2020,17:00,5.11393,P,ugm-3,8.41500,P,ugm-3,8.41500,P,ugm-3
09-02-2020,18:00,3.61717,P,ugm-3,8.03250,P,ugm-3,8.03250,P,ugm-3
09-02-2020,19:00,6.86015,P,ugm-3,11.09250,P,ugm-3,11.09250,P,ugm-3
09-02-2020,20:00,4.73974,P,ugm-3,6.31125,P,ugm-3,6.31125,P,ugm-3
09-02-2020,21:00,2.86879,P,ugm-3,6.69375,P,ugm-3,6.69375,P,ugm-3
09-02-2020,22:00,1.99568,P,ugm-3,2.67750,P,ugm-3,2.67750,P,ugm-3
09-02-2020,23:00,2.86879,P,ugm-3,2.48625,P,ugm-3,2.48625,P,ugm-3
09-02-2020,24:00,1.62149,P,ugm-3,3.25125,P,ugm-3,3.25125,P,ugm-3
10-02-2020,01:00,0.74838,P,ugm-3,1.53000,P,ugm-3,2.67750,P,ugm-3
10-02-2020,02:00,0.99784,P,ugm-3,1.53000,P,ugm-3,3.06000,P,ugm-3
10-02-2020,03:00,0.99784,P,ugm-3,2.29500,P,ugm-3,3.82500,P,ugm-3
10-02-2020,04:00,1.12257,P,ugm-3,1.14750,P,ugm-3,2.86875,P,ugm-3
10-02-2020,05:00,1.24730,P,ugm-3,2.67750,P,ugm-3,4.59000,P,ugm-3
10-02-2020,06:00,4.36555,P,ugm-3,7.07625,P,ugm-3,8.98875,P,ugm-3
10-02-2020,07:00,9.47948,P,ugm-3,17.21250,P,ugm-3,19.12500,P,ugm-3
10-02-2020,08:00,17.46220,P,ugm-3,31.36500,P,ugm-3,33.27750,P,ugm-3
10-02-2020,09:00,17.71166,P,ugm-3,32.32125,P,ugm-3,34.23375,P,ugm-3
10-02-2020,10:00,17.83639,P,ugm-3,28.87875,P,ugm-3,46.47375,P,ugm-3
10-02-2020,11:00,16.58909,P,ugm-3,26.20125,P,ugm-3,51.63750,P,ugm-3
10-02-2020,12:00,17.58693,P,ugm-3,25.43625,P,ugm-3,52.40250,P,ugm-3
10-02-2020,13:00,15.96544,P,ugm-3,21.99375,P,ugm-3,46.47375,P,ugm-3
10-02-2020,14:00,17.08801,P,ugm-3,20.27250,P,ugm-3,46.47375,P,ugm-3
10-02-2020,15:00,12.59773,P,ugm-3,23.52375,P,ugm-3,42.84000,P,ugm-3
10-02-2020,16:00,17.21274,P,ugm-3,23.90625,P,ugm-3,50.29875,P,ugm-3
10-02-2020,17:00,16.58909,P,ugm-3,20.65500,P,ugm-3,46.09125,P,ugm-3
10-02-2020,18:00,23.82343,P,ugm-3,35.38125,P,ugm-3,71.91000,P,ugm-3
10-02-2020,19:00,17.58693,P,ugm-3,30.02625,P,ugm-3,56.99250,P,ugm-3
10-02-2020,20:00,7.60853,P,ugm-3,16.83000,P,ugm-3,28.49625,P,ugm-3
10-02-2020,21:00,4.98920,P,ugm-3,11.28375,P,ugm-3,18.93375,P,ugm-3
10-02-2020,22:00,7.60853,P,ugm-3,12.24000,P,ugm-3,23.90625,P,ugm-3
10-02-2020,23:00,8.48164,P,ugm-3,8.60625,P,ugm-3,21.61125,P,ugm-3
10-02-2020,24:00,3.36771,P,ugm-3,7.84125,P,ugm-3,13.00500,P,ugm-3
11-02-2020,01:00,2.36987,P,ugm-3,5.92875,P,ugm-3,9.56250,P,ugm-3
11-02-2020,02:00,1.12257,P,ugm-3,2.48625,P,ugm-3,4.20750,P,ugm-3
11-02-2020,03:00,1.12257,P,ugm-3,2.48625,P,ugm-3,4.20750,P,ugm-3
11-02-2020,04:00,2.24514,P,ugm-3,3.25125,P,ugm-3,6.69375,P,ugm-3
11-02-2020,05:00,1.74622,P,ugm-3,4.01625,P,ugm-3,6.69375,P,ugm-3
11-02-2020,06:00,4.36555,P,ugm-3,5.92875,P,ugm-3,12.62250,P,ugm-3
11-02-2020,07:00,14.46868,P,ugm-3,21.42000,P,ugm-3,43.60500,P,ugm-3
11-02-2020,08:00,27.69006,P,ugm-3,46.09125,P,ugm-3,88.54875,P,ugm-3
11-02-2020,09:00,39.53941,P,ugm-3,49.34250,P,ugm-3,109.96875,P,ugm-3
11-02-2020,10:00,29.06209,P,ugm-3,34.80750,P,ugm-3,79.36875,P,ugm-3
11-02-2020,11:00,22.82559,P,ugm-3,26.77500,P,ugm-3,61.77375,P,ugm-3
11-02-2020,12:00,21.20410,P,ugm-3,24.86250,P,ugm-3,57.37500,P,ugm-3
11-02-2020,13:00,25.44492,P,ugm-3,29.45250,P,ugm-3,68.46750,P,ugm-3
11-02-2020,14:00,30.43412,P,ugm-3,34.23375,P,ugm-3,80.89875,P,ugm-3
11-02-2020,15:00,22.95032,P,ugm-3,28.49625,P,ugm-3,63.68625,P,ugm-3
11-02-2020,16:00,19.20842,P,ugm-3,30.79125,P,ugm-3,60.24375,P,ugm-3
11-02-2020,17:00,23.82343,P,ugm-3,29.83500,P,ugm-3,66.36375,P,ugm-3
11-02-2020,18:00,25.81911,P,ugm-3,42.64875,P,ugm-3,82.23750,P,ugm-3
11-02-2020,19:00,25.44492,P,ugm-3,39.78000,P,ugm-3,78.79500,P,ugm-3
11-02-2020,20:00,32.42980,P,ugm-3,45.90000,P,ugm-3,95.62500,P,ugm-3
11-02-2020,21:00,13.47084,P,ugm-3,34.04250,P,ugm-3,54.69750,P,ugm-3
11-02-2020,22:00,6.73542,P,ugm-3,18.36000,P,ugm-3,28.68750,P,ugm-3
11-02-2020,23:00,11.84935,P,ugm-3,32.89500,P,ugm-3,51.06375,P,ugm-3
11-02-2020,24:00,7.48380,P,ugm-3,20.08125,P,ugm-3,31.55625,P,ugm-3
12-02-2020,01:00,3.61717,P,ugm-3,5.92875,P,ugm-3,11.47500,P,ugm-3
12-02-2020,02:00,2.24514,P,ugm-3,10.13625,P,ugm-3,13.57875,P,ugm-3
12-02-2020,03:00,0.62365,P,ugm-3,4.39875,P,ugm-3,5.35500,P,ugm-3
12-02-2020,04:00,1.37203,P,ugm-3,7.26750,P,ugm-3,9.37125,P,ugm-3
12-02-2020,05:00,3.74190,P,ugm-3,9.94500,P,ugm-3,15.68250,P,ugm-3
12-02-2020,06:00,7.98272,P,ugm-3,20.84625,P,ugm-3,33.08625,P,ugm-3
12-02-2020,07:00,37.79319,P,ugm-3,56.61000,P,ugm-3,114.55875,P,ugm-3
12-02-2020,08:00,63.36284,P,ugm-3,82.62000,P,ugm-3,179.77500,P,ugm-3
12-02-2020,09:00,108.63983,P,ugm-3,82.81125,P,ugm-3,249.39000,P,ugm-3
12-02-2020,10:00,36.92008,P,ugm-3,46.28250,P,ugm-3,102.89250,P,ugm-3
12-02-2020,11:00,33.55237,P,ugm-3,38.25000,P,ugm-3,89.69625,P,ugm-3
12-02-2020,12:00,40.03833,P,ugm-3,42.84000,P,ugm-3,104.23125,P,ugm-3
12-02-2020,13:00,27.19114,P,ugm-3,23.90625,P,ugm-3,65.59875,P,ugm-3
12-02-2020,14:00,25.69438,P,ugm-3,30.40875,P,ugm-3,69.80625,P,ugm-3
12-02-2020,15:00,28.81263,P,ugm-3,37.67625,P,ugm-3,81.85500,P,ugm-3
12-02-2020,16:00,35.67278,P,ugm-3,45.13500,P,ugm-3,99.83250,P,ugm-3
12-02-2020,17:00,36.67062,P,ugm-3,51.44625,P,ugm-3,107.67375,P,ugm-3
12-02-2020,18:00,51.38876,P,ugm-3,69.42375,P,ugm-3,148.21875,P,ugm-3
12-02-2020,19:00,39.16522,P,ugm-3,62.15625,P,ugm-3,122.20875,P,ugm-3
12-02-2020,20:00,15.34179,P,ugm-3,37.48500,P,ugm-3,61.00875,P,ugm-3
12-02-2020,21:00,13.09665,P,ugm-3,34.42500,P,ugm-3,54.50625,P,ugm-3
12-02-2020,22:00,9.85367,P,ugm-3,29.26125,P,ugm-3,44.37000,P,ugm-3
12-02-2020,23:00,5.48812,P,ugm-3,15.68250,P,ugm-3,24.09750,P,ugm-3
12-02-2020,24:00,3.61717,P,ugm-3,13.96125,P,ugm-3,19.50750,P,ugm-3
13-02-2020,01:00,1.87095,P,ugm-3,6.50250,P,ugm-3,9.37125,P,ugm-3
13-02-2020,02:00,0.99784,P,ugm-3,2.86875,P,ugm-3,4.39875,P,ugm-3
13-02-2020,03:00,0.49892,P,ugm-3,2.10375,P,ugm-3,2.86875,P,ugm-3
13-02-2020,04:00,1.62149,P,ugm-3,6.12000,P,ugm-3,8.60625,P,ugm-3
13-02-2020,05:00,3.24298,P,ugm-3,15.30000,P,ugm-3,20.27250,P,ugm-3
13-02-2020,06:00,6.98488,P,ugm-3,18.36000,P,ugm-3,29.07000,P,ugm-3
13-02-2020,07:00,13.59557,P,ugm-3,34.80750,P,ugm-3,55.65375,P,ugm-3
13-02-2020,08:00,25.56965,P,ugm-3,37.86750,P,ugm-3,77.07375,P,ugm-3
13-02-2020,09:00,40.78671,P,ugm-3,44.75250,P,ugm-3,107.29125,P,ugm-3
13-02-2020,10:00,32.30507,P,ugm-3,54.69750,P,ugm-3,104.23125,P,ugm-3
13-02-2020,11:00,37.66846,P,ugm-3,47.43000,P,ugm-3,105.18750,P,ugm-3
13-02-2020,12:00,34.17602,P,ugm-3,40.54500,P,ugm-3,92.94750,P,ugm-3
13-02-2020,13:00,30.80831,P,ugm-3,41.31000,P,ugm-3,88.54875,P,ugm-3
13-02-2020,14:00,44.40388,P,ugm-3,44.56125,P,ugm-3,112.64625,P,ugm-3
13-02-2020,15:00,39.91360,P,ugm-3,50.68125,P,ugm-3,111.88125,P,ugm-3
13-02-2020,16:00,58.12418,P,ugm-3,56.61000,P,ugm-3,145.73250,P,ugm-3
13-02-2020,17:00,67.97785,P,ugm-3,60.81750,P,ugm-3,165.04875,P,ugm-3
13-02-2020,18:00,53.63390,P,ugm-3,60.24375,P,ugm-3,142.48125,P,ugm-3
13-02-2020,19:00,47.77159,P,ugm-3,64.83375,P,ugm-3,138.08250,P,ugm-3
13-02-2020,20:00,42.78239,P,ugm-3,62.73000,P,ugm-3,128.32875,P,ugm-3
13-02-2020,21:00,32.92872,P,ugm-3,56.61000,P,ugm-3,107.10000,P,ugm-3
13-02-2020,22:00,38.91576,P,ugm-3,40.54500,P,ugm-3,100.21500,P,ugm-3
13-02-2020,23:00,37.91792,P,ugm-3,47.23875,P,ugm-3,105.37875,P,ugm-3
13-02-2020,24:00,21.82775,P,ugm-3,44.37000,P,ugm-3,77.83875,P,ugm-3
14-02-2020,01:00,12.47300,P,ugm-3,30.21750,P,ugm-3,49.34250,P,ugm-3
14-02-2020,02:00,4.24082,P,ugm-3,23.33250,P,ugm-3,29.83500,P,ugm-3
14-02-2020,03:00,8.60637,P,ugm-3,27.15750,P,ugm-3,40.35375,P,ugm-3
14-02-2020,04:00,22.95032,P,ugm-3,36.91125,P,ugm-3,72.10125,P,ugm-3
14-02-2020,05:00,22.57613,P,ugm-3,41.11875,P,ugm-3,75.73500,P,ugm-3
14-02-2020,06:00,54.88120,P,ugm-3,37.48500,P,ugm-3,121.63500,P,ugm-3
14-02-2020,07:00,104.89793,P,ugm-3,44.94375,P,ugm-3,205.78500,P,ugm-3
14-02-2020,08:00,223.14197,P,ugm-3,64.06875,P,ugm-3,406.21500,P,ugm-3
14-02-2020,09:00,306.58634,P,ugm-3,89.12250,P,ugm-3,559.21500,P,ugm-3
14-02-2020,10:00,87.56046,P,ugm-3,54.12375,P,ugm-3,188.38125,P,ugm-3
14-02-2020,11:00,40.78671,P,ugm-3,45.70875,P,ugm-3,108.24750,P,ugm-3
14-02-2020,12:00,20.70518,P,ugm-3,36.14625,P,ugm-3,67.89375,P,ugm-3
14-02-2020,13:00,17.08801,P,ugm-3,26.77500,P,ugm-3,52.97625,P,ugm-3
14-02-2020,14:00,18.46004,P,ugm-3,30.40875,P,ugm-3,58.71375,P,ugm-3
14-02-2020,15:00,16.21490,P,ugm-3,29.07000,P,ugm-3,53.93250,P,ugm-3
14-02-2020,16:00,19.33315,P,ugm-3,32.70375,P,ugm-3,62.34750,P,ugm-3
14-02-2020,17:00,23.32451,P,ugm-3,44.56125,P,ugm-3,80.32500,P,ugm-3
14-02-2020,18:00,26.19330,P,ugm-3,40.16250,P,ugm-3,80.32500,P,ugm-3
14-02-2020,19:00,19.83207,P,ugm-3,37.67625,P,ugm-3,68.08500,P,ugm-3
14-02-2020,20:00,16.33963,P,ugm-3,34.04250,P,ugm-3,59.09625,P,ugm-3
14-02-2020,21:00,12.22354,P,ugm-3,30.40875,P,ugm-3,49.15125,P,ugm-3
14-02-2020,22:00,10.72678,P,ugm-3,24.48000,P,ugm-3,40.92750,P,ugm-3
14-02-2020,23:00,10.10313,P,ugm-3,25.05375,P,ugm-3,40.54500,P,ugm-3
14-02-2020,24:00,15.96544,P,ugm-3,30.60000,P,ugm-3,55.08000,P,ugm-3
