type,subtype,fuel_type,nox,pm10,pm2_5,co,voc,nh3,so2,benzene,n2o
LCVs,Car-Derived/Integral 2001-2499 Kgs,DIESEL,1.25731990219653,0.0212018575247103,0.0212018575247103,0.159588097505481,0.0357826504549332,0.0015408129758248,0.00113739647323456,0.000708496479007678,0.00666574234759278
LCVs,Car-Type Pick-Up 2001-2600 Kgs,DIESEL,1.25731990219653,0.0212018575247103,0.0212018575247103,0.159588097505481,0.0357826504549332,0.0015408129758248,0.00113739647323456,0.000708496479007678,0.00666574234759278
LCVs,Heavy Vans 2601-3500 Kgs,DIESEL,1.25731990219653,0.0212018575247103,0.0212018575247103,0.159588097505481,0.0357826504549332,0.0015408129758248,0.00113739647323456,0.000708496479007678,0.00666574234759278
LCVs,Heavy Vans 2601-3500 Kgs,PETROL,0.134859213382124,0.00161015995958509,0.00161015995958509,2.25217936527199,0.0913987123601995,0.0238901928418264,0.000848981572146719,0.00292604047363001,0.00318824124860003
LCVs,Medium Vans 2001-2600 Kgs,DIESEL,1.25731990219653,0.0212018575247103,0.0212018575247103,0.159588097505481,0.0357826504549332,0.0015408129758248,0.00113739647323456,0.000708496479007678,0.00666574234759278
LCVs,Medium Vans 2001-2600 Kgs,PETROL,0.134859213382124,0.00161015995958509,0.00161015995958509,2.25217936527199,0.0913987123601995,0.0238901928418264,0.000848981572146719,0.00292604047363001,0.00318824124860003
LCVs,Medium Vans 2001-2600 Kgs,PETROL/LPG,0.134859213382124,0.00161015995958509,0.00161015995958509,2.25217936527199,0.0913987123601995,0.0238901928418264,0.000848981572146719,0.00292604047363001,0.00318824124860003
LCVs,Pickups,DIESEL,1.25731990219653,0.0212018575247103,0.0212018575247103,0.159588097505481,0.0357826504549332,0.0015408129758248,0.00113739647323456,0.000708496479007678,0.00666574234759278
PSVs,Fare Stage Buses,DIESEL,3.671328748244,0.0441790445204835,0.0441790445204835,1.04541105923831,0.0720190268813749,0.003,0.00404046150788261,0.0000504133188169625,0.0305810915127408
PSVs,Light & Heavy Coaches,DIESEL,3.671328748244,0.0441790445204835,0.0441790445204835,1.04541105923831,0.0720190268813749,0.003,0.00404046150788261,0.0000504133188169625,0.0305810915127408
SPVs,Quad Bikes,DIESEL,0.19604948277028,0.00856568906286272,0.00856568906286272,4.97910705116056,0.504141638516723,0.00196678307223429,0.00041684372128242,0.0245294913157849,0.00213784090080514
SPVs,Quad Bikes,PETROL,0.19604948277028,0.00856568906286272,0.00856568906286272,4.97910705116056,0.504141638516723,0.00196678307223429,0.00041684372128242,0.0245294913157849,0.00213784090080514
TAXIS,<3500 Kgs,DIESEL,0.604520199398282,0.0124623503813077,0.0124623503813077,0.0560881473468948,0.011642280291731,0.001614153281804,0.000796049265016703,0.000230517149776274,0.00667505259937378
,,DIESEL,0.604520199398282,0.0124623503813077,0.0124623503813077,0.0560881473468948,0.011642280291731,0.001614153281804,0.000796049265016703,0.000230517149776274,0.00667505259937378
,,PETROL,0.0893267325271631,0.00125985708152842,0.00125985708152842,0.923619780262345,0.0977976340701049,0.0168393100958554,0.000590314935776052,0.00255732467732157,0.00152560626268205
